lat,lng,hours,vessels
-10.65,-118.55,0.449722222,1
-10.65,-129.05,0.794444444,1
-10.65,-129.15,0.381111111,1
-10.65,-129.65,1.723611111,1
-10.65,-131.55,5.277916667,1
-10.65,-131.65,0.331111111,1
-10.65,-131.75,0.490277778,1
-10.65,13.05,0.78625,1
-10.65,13.15,9.331666667,3
-10.65,137.05,5.104583333,1
-10.65,153.75,0.799583333,1
-10.65,153.85,0.507361111,1
-10.65,153.95,0.570277778,1
-10.65,154.05,0.734722222,1
-10.65,154.15,0.411388889,1
-10.65,154.55,0.157083333,1
-10.65,158.65,1.931388889,1
-10.65,158.75,1.544027778,1
-10.65,3.25,0.589722222,1
-10.65,3.35,0.1125,1
-10.65,3.45,0.862638889,1
-10.65,3.95,0.396944444,1
-10.65,4.05,1.053194444,1
-10.65,4.15,0.940972222,1
-10.65,58.25,12.21763889,1
-10.65,58.75,8.125,1
-10.65,58.85,3.028888889,1
-10.65,62.95,0.966666667,1
-10.65,90.25,1.423055556,1
-10.75,-112.25,0.414722222,1
-10.75,-118.55,0.749861111,1
-10.75,-118.65,2.23875,1
-10.75,-128.95,0.944444444,1
-10.75,-129.15,0.557916667,1
-10.75,-129.65,1.706944444,1
-10.75,-131.55,0.779166667,1
-10.75,-131.65,1.224444444,1
-10.75,-131.75,5.70125,1
-10.75,-131.85,4.908055556,1
-10.75,13.15,2.595972222,2
-10.75,13.25,5.7375,2
-10.75,134.15,4.138888889,1
-10.75,158.15,0.619583333,1
-10.75,158.25,0.879444444,1
-10.75,158.35,0.899583333,1
-10.75,158.45,1.994027778,1
-10.75,158.55,4.757361111,1
-10.75,158.65,10.38055556,3
-10.75,158.75,1.337916667,1
-10.75,3.35,0.930555556,1
-10.75,3.45,0.295694444,1
-10.75,5.95,4.734861111,1
-10.75,58.75,2.799861111,1
-10.75,59.05,3.537638889,1
-10.75,62.95,4.104722222,1
-10.75,63.05,2.204861111,1
-10.75,90.25,1.185416667,1
-10.85,-0.55,5.340416667,1
-10.85,-112.15,0.760555556,1
-10.85,-113.55,4.88625,1
-10.85,-118.55,0.383333333,1
-10.85,-118.65,0.286944444,1
-10.85,-128.85,1.075694444,1
-10.85,-129.25,0.822083333,1
-10.85,-129.65,1.023472222,1
-10.85,-131.65,7.480555556,1
-10.85,-131.75,5.28875,1
-10.85,-131.85,0.804722222,1
-10.85,-131.95,0.778611111,1
-10.85,-132.15,5.253194444,1
-10.85,13.25,14.5625,3
-10.85,13.35,5.040277778,1
-10.85,157.95,0.924305556,1
-10.85,158.05,1.114166667,1
-10.85,158.55,6.1975,1
-10.85,158.65,6.189861111,1
-10.85,158.75,0.846944444,1
-10.85,3.25,0.204305556,1
-10.85,3.35,0.979444444,1
-10.85,4.75,3.37875,1
-10.85,4.85,4.030972222,1
-10.85,4.95,1.198888889,1
-10.85,49.45,5.266527778,1
-10.85,49.55,0.818611111,1
-10.85,5.05,2.497638889,1
-10.85,5.15,0.67125,1
-10.85,5.25,2.441666667,1
-10.85,5.35,0.512361111,1
-10.85,5.45,0.1475,1
-10.85,5.55,0.361111111,1
-10.85,5.95,2.008472222,1
-10.85,58.25,6.862083333,1
-10.85,58.45,11.30055556,1
-10.85,62.95,4.271527778,1
-10.85,63.15,1.108611111,1
-10.85,90.25,2.55375,1
-10.95,-0.65,1.867222222,1
-10.95,-112.15,0.560138889,1
-10.95,-113.35,4.543888889,1
-10.95,-113.55,1.632638889,1
-10.95,-120.85,0.466666667,1
-10.95,-120.95,2.620277778,1
-10.95,-121.05,1.866944444,1
-10.95,-121.15,2.594305556,1
-10.95,-121.25,2.197083333,1
-10.95,-121.35,2.304305556,1
-10.95,-121.45,2.248888889,1
-10.95,-128.95,0.999027778,1
-10.95,-129.05,0.579166667,1
-10.95,-129.15,0.581944444,1
-10.95,-129.25,0.589027778,1
-10.95,-129.35,1.857777778,1
-10.95,-129.45,0.912638889,1
-10.95,-129.55,0.2875,1
-10.95,-129.65,1.77,1
-10.95,-131.65,4.833055556,1
-10.95,-132.45,6.946805556,1
-10.95,13.35,7.448055555,3
-10.95,13.45,6.034166666,3
-10.95,155.05,0.316805556,1
-10.95,155.15,0.232916667,1
-10.95,157.75,0.682083333,1
-10.95,157.85,0.924166667,1
-10.95,158.05,2.306666667,1
-10.95,158.55,4.660972222,1
-10.95,158.75,3.644027778,1
-10.95,3.25,0.622083333,1
-10.95,49.55,4.88125,1
-10.95,49.65,1.37875,1
-10.95,49.75,0.397638889,1
-10.95,5.45,5.143055556,2
-10.95,5.55,1.770972222,1
-10.95,5.75,1.962222222,1
-10.95,5.85,0.634583333,1
-10.95,5.95,1.60375,1
-10.95,58.55,12.61083333,1
-10.95,6.05,1.325694444,1
-10.95,62.95,2.867361111,1
-10.95,63.05,2.656388889,1
-10.95,63.15,2.441666667,1
-10.95,71.75,4.898194444,1
-10.95,71.85,2.220416667,1
-10.95,71.95,4.034861111,1
-10.95,72.05,3.809861111,1
-10.95,72.35,3.534305556,1
-10.95,90.15,0.281666667,1
-10.95,90.25,1.416666667,1
-11.05,-0.65,1.074444444,1
-11.05,-0.75,5.156388889,1
-11.05,-112.05,0.581666667,1
-11.05,-113.35,0.354583333,1
-11.05,-113.55,0.475694444,1
-11.05,-120.85,2.529722222,1
-11.05,-120.95,1.866666667,1
-11.05,-121.35,1.941527778,1
-11.05,-121.45,3.620833333,1
-11.05,-132.55,5.358472222,1
-11.05,-77.65,0.832083333,1
-11.05,-78.25,1.115277778,1
-11.05,13.25,2.506944444,1
-11.05,13.45,38.17180555,5
-11.05,155.15,0.754166667,1
-11.05,158.55,0.233472222,1
-11.05,49.55,0.762638889,1
-11.05,49.75,0.792777778,1
-11.05,5.45,1.148472223,2
-11.05,5.85,0.765,1
-11.05,5.95,1.019444444,1
-11.05,90.15,1.402916667,1
-11.05,90.25,0.635277778,1
-11.15,-0.65,1.437777778,1
-11.15,-0.75,0.841666667,1
-11.15,-112.05,1.838472222,1
-11.15,-113.35,0.118055556,1
-11.15,-113.55,0.887638889,1
-11.15,-127.25,0.511388889,1
-11.15,-78.25,1.619166667,1
-11.15,13.45,4.818055556,2
-11.15,49.55,4.98375,1
-11.15,5.45,3.100138889,1
-11.15,5.55,1.606944444,1
-11.15,5.65,2.550833333,1
-11.15,5.75,1.726944444,1
-11.15,5.85,2.162916667,1
-11.15,6.05,1.258194444,1
-11.15,90.15,1.164305556,1
-11.15,90.25,0.610138889,1
-11.25,-0.65,3.038194444,1
-11.25,-0.75,0.591666667,1
-11.25,-110.05,0.931666667,1
-11.25,-110.15,3.05,1
-11.25,-110.75,2.344583333,1
-11.25,-112.05,0.566527778,1
-11.25,-113.55,0.280555556,1
-11.25,-120.95,2.658472222,1
-11.25,-121.05,2.117916667,1
-11.25,-121.15,2.673055556,1
-11.25,-121.25,2.395416667,1
-11.25,-121.35,1.899722222,1
-11.25,-121.45,1.471111111,1
-11.25,-121.55,0.9825,1
-11.25,-127.05,0.286111111,1
-11.25,-127.15,1.320694444,1
-11.25,-132.55,6.085694444,1
-11.25,-132.65,6.219027778,1
-11.25,13.45,2.209444444,1
-11.25,155.25,1.520694444,1
-11.25,179.65,1.252361111,1
-11.25,41.55,0.931944444,1
-11.25,41.65,0.237638889,1
-11.25,49.75,5.362777778,1
-11.25,5.45,2.895972222,1
-11.25,53.65,0.674861111,1
-11.25,54.95,6.075,1
-11.25,6.05,3.233472222,1
-11.25,90.15,1.165972222,1
-11.25,90.25,0.580694444,1
-11.35,-0.65,3.316527778,1
-11.35,-110.05,0.730694444,1
-11.35,-110.75,1.761805556,1
-11.35,-111.85,0.534583333,1
-11.35,-112.05,1.883333333,1
-11.35,-120.95,1.964166667,1
-11.35,-121.35,0.555416667,1
-11.35,-121.45,0.559722222,1
-11.35,-121.55,2.410833333,1
-11.35,-121.65,1.324861111,1
-11.35,13.35,11.84541667,1
-11.35,13.45,1.465694444,1
-11.35,179.65,3.016805556,1
-11.35,41.35,0.474583333,1
-11.35,41.45,0.73875,1
-11.35,41.65,0.340416667,1
-11.35,53.65,2.108888889,1
-11.35,54.95,5.404166667,1
-11.35,55.05,5.38375,1
-11.35,58.45,13.03486111,1
-11.35,90.15,2.068055556,1
-11.35,90.25,0.610833333,1
-11.35,90.85,2.621388889,1
-11.35,90.95,3.197638889,1
-11.45,-110.05,1.175138889,1
-11.45,-110.75,1.55,1
-11.45,-112.05,1.580277778,1
-11.45,-120.95,1.848472222,1
-11.45,-126.95,0.440833333,1
-11.45,-127.05,1.592916667,1
-11.45,-127.15,4.979166667,1
-11.45,-131.35,5.361805556,1
-11.45,-131.45,1.608333333,1
-11.45,-131.55,5.353055556,1
-11.45,-132.75,6.093194444,1
-11.45,-132.85,1.224444444,1
-11.45,-77.85,2.107777777,2
-11.45,11.45,10.2975,1
-11.45,13.35,7.697361111,1
-11.45,155.55,1.495972222,1
-11.45,158.45,5.365555556,1
-11.45,41.05,5.815555556,1
-11.45,41.35,1.307222222,1
-11.45,41.45,1.926944444,1
-11.45,41.55,0.218194444,1
-11.45,41.65,2.124722222,1
-11.45,53.55,1.808194444,1
-11.45,53.65,2.421111111,1
-11.45,55.55,0.8125,1
-11.45,90.25,0.324027778,1
-11.45,90.85,1.16,1
-11.45,90.95,0.542916667,1
-11.55,-101.45,0.715,1
-11.55,-101.55,0.769166667,1
-11.55,-110.75,1.680277778,1
-11.55,-111.95,1.105416667,1
-11.55,-112.05,0.530555556,1
-11.55,-120.95,1.314861111,1
-11.55,-126.55,1.316388889,1
-11.55,-126.65,6.955138889,2
-11.55,-126.75,5.925,2
-11.55,-126.85,0.825416667,1
-11.55,-126.95,5.285138889,1
-11.55,-127.05,0.411111111,1
-11.55,-127.15,4.507222222,1
-11.55,-77.65,1.377222222,3
-11.55,-77.75,8.007361111,3
-11.55,-77.85,4.134305555,4
-11.55,10.25,2.744583333,1
-11.55,10.35,2.148472222,1
-11.55,10.45,7.760833333,1
-11.55,13.35,18.27611111,2
-11.55,158.45,0.76375,1
-11.55,41.05,0.891944444,1
-11.55,41.35,1.238611111,1
-11.55,41.45,2.906666667,1
-11.55,41.55,0.774444444,1
-11.55,78.75,2.47125,1
-11.55,90.15,1.800555556,1
-11.55,90.25,0.897083333,1
-11.55,90.85,1.227083333,1
-11.55,90.95,0.495833333,1
-11.65,-101.45,1.282916667,1
-11.65,-101.55,4.596805556,1
-11.65,-110.05,0.807638889,1
-11.65,-110.15,0.618611111,1
-11.65,-110.65,2.209722222,1
-11.65,-116.95,4.754027778,1
-11.65,-117.35,1.247083333,1
-11.65,-117.45,0.882083333,1
-11.65,-125.45,5.779305556,1
-11.65,-125.55,6.092777778,1
-11.65,-126.45,4.278194444,1
-11.65,-127.05,1.339722222,1
-11.65,-127.15,4.859166667,1
-11.65,10.35,0.754722222,1
-11.65,13.35,10.18791667,2
-11.65,158.45,6.161805556,1
-11.65,41.05,1.149861111,1
-11.65,41.35,0.554166667,1
-11.65,41.45,1.114166667,1
-11.65,41.55,0.722222222,1
-11.65,55.45,5.694583333,1
-11.65,55.55,5.715555556,1
-11.65,60.55,3.854166667,1
-11.65,60.65,3.282222222,1
-11.65,78.75,0.509861111,1
-11.65,78.85,2.697361111,1
-11.65,90.15,0.418055556,1
-11.65,90.25,0.422222222,1
-11.65,90.35,0.294305556,1
-11.65,90.85,1.412222222,1
-11.65,90.95,0.738472222,1
-11.75,-0.25,3.725277778,1
-11.75,-101.45,1.914027778,1
-11.75,-110.15,0.555,1
-11.75,-110.55,1.604027778,1
-11.75,-111.95,0.825277778,1
-11.75,-117.35,0.456666667,1
-11.75,-131.55,0.424861111,1
-11.75,-131.65,0.350138889,1
-11.75,-131.75,0.816666667,1
-11.75,-131.85,5.038472222,1
-11.75,13.35,3.0425,1
-11.75,40.95,8.11,1
-11.75,41.45,1.681527778,1
-11.75,41.55,2.4375,1
-11.75,56.65,5.620416667,1
-11.75,56.75,3.611666667,1
-11.75,56.95,14.54166667,1
-11.75,57.05,2.753194444,1
-11.75,60.55,4.788888889,1
-11.75,78.85,2.541805556,1
-11.75,90.35,0.576527778,1
-11.75,90.45,0.586111111,1
-11.75,90.85,1.765,1
-11.75,90.95,0.482361111,1
-11.75,91.05,0.372222222,1
-11.85,-101.35,1.504027778,1
-11.85,-101.45,0.794722222,1
-11.85,-110.15,0.815555556,1
-11.85,-110.45,1.64125,1
-11.85,-111.95,0.471944444,1
-11.85,-112.55,2.573888889,1
-11.85,-117.35,0.439305556,1
-11.85,-124.75,0.399861111,1
-11.85,-124.85,5.293055556,1
-11.85,-125.25,11.84305556,1
-11.85,-131.45,5.270138889,1
-11.85,125.55,16.51013889,1
-11.85,13.35,1.95875,1
-11.85,158.25,12.14763889,1
-11.85,41.05,8.985138889,1
-11.85,41.45,1.127916667,1
-11.85,41.55,2.125277778,1
-11.85,56.75,0.854027778,1
-11.85,56.85,4.105972222,1
-11.85,56.95,0.241666667,1
-11.85,60.45,2.921527778,1
-11.85,60.55,3.64375,1
-11.85,78.85,0.725,1
-11.85,82.55,0.865277778,1
-11.85,90.85,1.738055556,1
-11.85,91.05,0.569305556,1
-11.95,-101.35,1.982222222,1
-11.95,-107.25,0.899722222,1
-11.95,-110.15,0.597083333,1
-11.95,-110.25,0.816666667,1
-11.95,-110.35,0.480694444,1
-11.95,-111.95,0.4,1
-11.95,-112.55,0.453333333,1
-11.95,-115.55,5.741805556,1
