lat,lng,hours,vessels
-14.95,11.15,2.025,1
-14.95,173.25,1.254444444,1
-14.95,173.35,4.878888889,1
-14.95,173.45,2.689305556,1
-14.95,173.75,1.142638889,1
-15.05,-130.35,5.886666667,1
-15.05,-130.65,0.804305556,1
-15.05,-130.75,0.404166667,1
-15.05,-130.85,0.383611111,1
-15.05,-134.65,11.93722222,1
-15.05,11.05,1.422083333,1
-15.05,11.25,2.099444444,1
-15.05,173.35,4.006111111,1
-15.05,173.55,8.892361111,1
-15.05,59.55,5.633472222,1
-15.15,-130.35,0.615277778,1
-15.15,-130.45,5.548055556,1
-15.15,-130.55,5.545694444,1
-15.15,-130.85,0.391388889,1
-15.15,-130.95,2.760555556,1
-15.15,-134.65,0.745555556,1
-15.15,173.55,5.657222222,1
-15.15,173.65,0.865833333,1
-15.15,173.75,0.436944444,1
-15.15,59.55,5.675833333,1
-15.25,-134.65,5.967916667,1
-15.25,172.95,11.31402778,1
-15.25,173.15,5.170972222,1
-15.25,173.25,1.411111111,1
-15.35,-130.35,2.675972222,1
-15.35,-130.45,1.033472222,1
-15.35,-130.55,3.478055556,1
-15.35,-130.75,2.524583333,1
-15.35,-130.95,2.356805556,1
-15.35,-131.45,6.155,1
-15.35,-131.55,0.850972222,1
-15.35,-131.65,5.33375,1
-15.35,-133.05,12.30638889,1
-15.35,-134.75,6.169861111,1
-15.35,-134.85,12.18805556,1
-15.35,-170.05,1.533472222,1
-15.35,-170.15,1.591388889,1
-15.35,-170.25,2.046388889,1
-15.35,-170.35,5.16875,1
-15.35,173.05,11.81722222,1
-15.35,173.25,6.741111111,1
-15.35,43.55,0.510416667,1
-15.35,51.25,3.688055556,1
-15.45,-106.25,5.325694444,1
-15.45,-107.05,0.195833333,1
-15.45,-107.15,1.32625,1
-15.45,-112.15,5.405972222,1
-15.45,-112.25,0.816527778,1
-15.45,-130.55,3.448888889,1
-15.45,-130.65,1.723472222,1
-15.45,-130.75,2.226527778,1
-15.45,-130.85,1.82125,1
-15.45,-130.95,3.239722222,1
-15.45,-131.35,16.63472223,2
-15.45,-169.65,0.737222222,1
-15.45,-169.75,2.338055556,1
-15.45,-169.85,1.841805556,1
-15.45,-169.95,1.733055556,1
-15.45,-170.05,0.879305556,1
-15.45,173.25,3.881527778,1
-15.45,43.55,1.427083333,1
-15.45,43.65,1.466111111,1
-15.45,43.75,0.723611111,1
-15.55,-106.25,1.641111111,1
-15.55,-107.15,1.358194444,1
-15.55,-112.15,5.232222222,1
-15.55,-112.25,5.709861111,1
-15.55,-131.35,0.861388889,1
-15.55,-169.75,5.483333334,2
-15.55,-170.05,3.75,1
-15.55,-170.15,1.754444444,1
-15.55,-170.25,3.7475,1
-15.55,-170.35,4.548472222,1
-15.55,176.65,4.854444444,1
-15.55,43.45,0.592638889,1
-15.55,43.55,0.559722222,1
-15.55,43.65,1.345416667,1
-15.55,43.75,0.556666667,1
-15.65,-106.25,0.485555556,1
-15.65,-112.15,0.423611111,1
-15.65,-131.35,0.769027778,1
-15.65,-165.85,2.149027778,1
-15.65,-165.95,0.346111111,1
-15.65,-169.75,1.258611111,1
-15.65,-169.95,1.541805556,1
-15.65,-170.05,0.853888889,1
-15.65,-170.85,0.562361111,1
-15.65,-170.95,0.366666667,1
-15.65,176.55,3.496944444,1
-15.65,176.75,1.069722222,1
-15.65,176.85,0.424722222,1
-15.65,177.25,11.08291667,1
-15.65,43.45,0.841944444,1
-15.65,43.65,2.511527778,1
-15.65,43.75,0.559722222,1
-15.75,-112.15,0.774861111,1
-15.75,-131.35,4.995833333,1
-15.75,-131.75,4.910972222,1
-15.75,-165.95,0.920694444,1
-15.75,-166.05,0.974583333,1
-15.75,-169.05,3.716666667,1
-15.75,-169.85,1.474583333,1
-15.75,-170.05,2.712916667,1
-15.75,-170.95,0.516666667,1
-15.75,172.85,0.551388889,1
-15.75,172.95,6.482361111,1
-15.75,176.55,1.7275,1
-15.75,176.65,0.574444444,1
-15.75,176.85,0.40375,1
-15.75,176.95,1.186527778,1
-15.75,177.25,13.35958333,1
-15.75,43.45,1.177638889,1
-15.75,43.65,0.634305556,1
-15.75,43.75,2.189305556,1
-15.75,50.95,5.743611111,1
-15.75,51.15,3.308888889,1
-15.75,51.25,1.879166667,1
-15.85,-106.25,0.999444444,1
-15.85,-130.35,17.45791667,1
-15.85,-130.85,5.352638889,1
-15.85,-131.55,5.21625,1
-15.85,-131.65,0.795277778,1
-15.85,-131.75,1.191388889,1
-15.85,-131.85,5.789861111,1
-15.85,-166.05,0.271666667,1
-15.85,-166.15,1.278888889,1
-15.85,-168.05,4.836388889,1
-15.85,-169.05,5.992083333,1
-15.85,-169.15,1.170555556,1
-15.85,-170.85,0.941388889,1
-15.85,176.65,4.168333333,1
-15.85,176.95,0.798888889,1
-15.85,177.05,0.899722222,1
-15.85,177.15,2.973472222,1
-15.85,43.55,1.064305556,1
-15.85,43.65,1.278333333,1
-15.85,43.75,2.226666667,1
-15.85,51.15,1.279027778,1
-15.95,-106.25,1.871111111,1
-15.95,-106.35,1.487638889,1
-15.95,-106.45,1.745972222,1
-15.95,-106.55,2.962638889,1
-15.95,-112.25,5.301111111,1
-15.95,-130.85,0.735555556,1
-15.95,-131.85,6.513472222,1
-15.95,-133.65,6.075555556,1
-15.95,-166.15,0.863055556,1
-15.95,-166.25,2.883055556,1
-15.95,-166.35,1.291527778,1
-15.95,-166.45,2.600416667,1
-15.95,-166.55,0.69625,1
-15.95,-169.05,0.412222222,1
-15.95,-169.15,3.658333333,1
-15.95,-169.25,1.183055556,1
-15.95,-169.85,1.666944444,1
-15.95,-170.85,1.320833333,1
-15.95,172.85,2.627083333,1
-15.95,176.95,0.895138889,1
-15.95,43.55,0.749861111,1
-15.95,43.65,3.48625,1
-15.95,50.85,11.31333333,1
-15.95,50.95,6.846666667,1
-15.95,51.15,2.482777778,1
-16.05,-130.85,0.45125,1
-16.05,-133.55,5.185416667,1
-16.05,-166.55,1.740972222,1
-16.05,-166.65,6.68375,1
-16.05,-169.25,3.075416667,1
-16.05,-169.35,1.117083333,1
-16.05,-170.75,0.824861111,1
-16.05,-170.85,0.108611111,1
-16.05,172.85,2.947083333,1
-16.05,172.95,1.44,1
-16.05,51.05,7.341388889,1
-16.05,51.15,2.817083333,1
-16.15,-130.85,6.200694444,1
-16.15,-133.05,0.778055556,1
-16.15,-168.15,3.17,1
-16.15,-168.25,2.552777778,1
-16.15,-169.25,0.805,1
-16.15,-169.35,3.276944444,1
-16.15,-170.75,2.687222222,1
-16.15,-170.85,3.876944444,1
-16.15,-170.95,2.427777778,1
-16.15,-171.05,3.400694444,1
-16.15,-171.15,6.887777778,1
-16.15,172.75,1.024166667,1
-16.15,172.85,4.479861111,1
-16.15,172.95,0.666111111,1
-16.15,173.05,2.22625,1
-16.15,51.15,3.091944444,1
-16.25,-106.65,3.012638889,1
-16.25,-133.05,0.486666667,1
-16.25,-168.25,0.858333333,1
-16.25,-168.35,5.565416667,1
-16.25,-169.85,2.457361111,1
-16.25,-169.95,1.12875,1
-16.25,-170.05,1.489166667,1
-16.25,-170.15,4.063194444,1
-16.25,-170.25,2.605416667,1
-16.25,172.85,2.868472222,1
-16.35,-106.65,0.395972222,1
-16.35,-133.05,9.902777778,1
-16.35,-170.35,3.734583333,1
-16.35,-170.45,2.793611111,1
-16.35,-170.55,0.258611111,1
-16.35,172.85,1.040694444,1
-16.35,173.25,5.858055556,1
-16.45,-132.85,0.373888889,1
-16.45,-132.95,0.808333333,1
-16.45,-170.55,4.158333333,1
-16.45,172.85,0.782361111,1
-16.45,173.25,1.028194444,1
-16.45,60.35,5.387777778,1
-16.55,-105.65,0.538888889,1
-16.55,-105.75,0.756111111,1
-16.55,-126.55,5.429722222,1
-16.55,-132.75,4.858194444,1
-16.55,-132.85,0.835555556,1
-16.55,172.85,0.845,1
-16.55,60.15,16.30388889,1
-16.55,60.25,1.467083333,1
-16.65,-105.55,5.215416667,1
-16.65,-105.65,0.325833333,1
-16.65,-107.15,4.894861111,1
-16.65,-107.25,1.309166667,1
-16.65,-107.35,6.210833333,1
-16.65,-111.25,11.8375,1
-16.65,-111.35,6.17625,1
-16.65,-111.55,1.191805556,1
-16.65,-111.65,5.785694444,1
-16.65,-126.45,6.104027778,1
-16.65,-126.55,0.849305556,1
-16.65,-130.65,5.746111111,1
-16.65,-130.75,1.580277778,1
-16.65,-130.85,0.38,1
-16.65,-130.95,4.654722222,1
-16.65,172.85,1.457361111,1
-16.65,172.95,5.657083333,1
-16.65,173.15,10.59555556,1
-16.65,173.25,1.902361111,1
-16.75,-115.05,5.653888889,1
-16.75,-115.15,1.327222222,1
-16.75,-115.25,6.039861111,1
-16.75,-127.25,4.871805556,1
-16.75,172.75,4.54875,1
-16.75,172.85,0.840694444,1
-16.75,172.95,0.775,1
-16.85,-131.15,0.246666667,1
-16.85,-131.25,1.350694444,1
-16.85,-131.35,1.842638889,1
-16.85,-131.45,1.331388889,1
-16.85,-131.55,2.466111111,1
-16.85,-179.55,2.612222222,1
-16.85,-179.65,0.459027778,1
-16.85,-179.75,0.386388889,1
-16.85,-99.85,0.1,1
-16.85,166.15,3.033333333,1
-16.85,173.05,1.319583333,1
-16.85,179.85,0.414305556,1
-16.95,-100.05,2.416805556,1
-16.95,-104.25,0.416388889,1
-16.95,-130.85,0.400138889,1
-16.95,-130.95,1.671666667,2
-16.95,-131.05,1.499444444,2
-16.95,-131.15,1.845972222,2
-16.95,-179.75,0.52875,1
-16.95,-179.85,0.18625,1
-16.95,-99.75,1.526388889,1
-16.95,-99.85,0.780138889,1
-16.95,170.95,5.540833333,1
-16.95,173.05,0.840277778,1
-16.95,173.25,8.218055556,2
-16.95,175.95,2.707083333,1
-16.95,179.75,6.162083333,1
-17.05,-100.05,1.662638889,1
-17.05,-104.05,0.432361111,1
-17.05,-104.25,0.638888889,1
-17.05,-106.65,5.405833333,1
-17.05,-106.75,1.614583333,1
-17.05,-106.85,5.375972222,1
-17.05,-130.65,5.333888889,1
-17.05,-130.75,6.474166667,1
-17.05,-130.85,5.768194444,1
-17.05,-130.95,0.458611111,1
-17.05,-131.05,0.428888889,1
-17.05,-131.15,4.641527778,1
-17.05,-131.25,0.645694444,1
-17.05,-131.35,0.929305556,1
-17.05,-131.45,0.766388889,1
-17.05,-131.55,5.888333333,1
-17.05,-132.85,4.805833333,1
-17.05,-132.95,0.035277778,1
-17.05,-179.95,0.690416667,1
-17.05,170.95,10.41125,1
-17.05,171.05,1.491388889,1
-17.05,173.05,0.816111111,1
-17.05,173.15,5.88375,1
-17.05,173.25,0.952916666,2
-17.05,175.75,1.914166667,1
-17.05,175.95,2.906805556,1
-17.05,176.05,1.760833333,1
-17.05,176.15,1.386111111,1
-17.05,176.25,1.335972222,1
-17.05,176.35,1.702777778,1
-17.05,179.75,1.749861111,1
-17.15,-100.05,1.234722222,1
-17.15,-100.15,0.9125,1
-17.15,-104.25,0.219444444,1
-17.15,-120.85,0.308055556,1
-17.15,-120.95,1.678055556,1
-17.15,-121.05,1.215833333,1
-17.15,-121.15,1.556944444,1
-17.15,-121.25,1.419305556,1
-17.15,-121.35,0.970138889,1
-17.15,-122.65,1.358611111,1
-17.15,-122.75,1.293055556,1
-17.15,-122.85,2.252361111,1
-17.15,-130.85,2.141666667,1
-17.15,-131.05,1.48375,1
-17.15,-131.15,6.481388888,2
-17.15,-179.95,0.481666667,1
-17.15,-99.85,0.121666667,1
-17.15,11.25,0.167777778,1
-17.15,11.35,6.184861111,1
-17.15,166.15,6.054722222,1
-17.15,166.25,1.183194444,1
-17.15,170.95,2.415,1
-17.15,171.25,6.014305556,1
-17.15,173.15,1.365694444,1
-17.15,173.25,1.199861111,1
-17.15,175.95,0.74125,1
-17.15,176.25,1.681944444,1
-17.15,179.75,2.791944444,1
-17.15,179.85,1.167777778,1
-17.15,179.95,0.854444444,1
-17.15,64.55,4.900416667,1
-17.25,-100.05,0.834583333,1
-17.25,-100.15,0.905555556,1
-17.25,-104.05,0.2775,1
-17.25,-120.85,1.194722222,1
-17.25,-120.95,1.220416667,1
-17.25,-121.05,1.806527778,1
-17.25,-122.05,2.359027778,1
-17.25,-122.15,1.644722222,1
-17.25,-122.25,2.334583333,1
-17.25,-122.35,2.266944444,1
-17.25,-122.45,1.467638889,1
-17.25,-122.55,3.04625,1
-17.25,-122.65,0.829166667,1
-17.25,-122.75,0.874861111,1
-17.25,-122.85,0.591944444,1
-17.25,-122.95,3.6925,1
-17.25,-130.25,5.350694444,1
-17.25,-130.35,0.777083333,1
-17.25,-130.45,11.85638889,1
-17.25,-130.55,0.804027778,1
-17.25,-130.65,0.795555556,1
-17.25,-130.75,5.007222222,1
-17.25,-131.05,1.333333333,1
-17.25,-99.85,0.632222222,1
-17.25,11.25,2.139027778,1
-17.25,11.35,8.880694444,1
-17.25,11.45,6.842083333,1
-17.25,11.55,0.899722222,1
-17.25,166.15,1.308472222,1
-17.25,166.25,1.479305556,1
-17.25,171.05,5.475416667,1
-17.25,171.15,4.066805556,1
-17.25,171.35,1.581666667,1
-17.25,171.45,4.816805556,1
-17.25,172.55,1.115,1
-17.25,172.65,1.05125,1
-17.25,175.95,1.26125,1
-17.25,176.05,2.985277778,1
-17.25,176.15,3.642916667,1
-17.25,179.85,1.839027778,1
-17.25,179.95,0.847083333,1
-17.25,64.55,0.825138889,1
-17.35,-100.05,0.617083333,1
-17.35,-100.15,0.812361111,1
-17.35,-120.95,0.487361111,1
-17.35,-121.95,0.037361111,1
-17.35,-96.05,0.690277778,1
-17.35,-99.85,0.252777778,1
-17.35,166.25,0.879305556,1
-17.35,166.35,4.775694444,1
-17.35,171.35,0.726666667,1
-17.35,171.45,5.358333333,1
-17.35,172.75,0.753472222,1
-17.35,173.15,2.444444444,1
-17.35,173.25,5.175555556,1
-17.35,64.45,6.015972222,1
-17.35,64.55,0.854444444,1
-17.45,-100.05,0.659305556,1
-17.45,-100.15,0.643333333,1
-17.45,-100.25,0.644305556,1
-17.45,-104.05,0.446388889,1
-17.45,-107.05,0.3175,1
-17.45,-113.25,0.794861111,1
-17.45,-113.35,5.715694444,1
-17.45,-115.45,5.438888889,1
-17.45,-115.55,0.671805556,1
-17.45,-119.35,1.652638889,1
-17.45,-119.45,0.545833333,1
-17.45,-119.55,0.827638889,1
-17.45,-119.65,0.549861111,1
-17.45,-121.95,5.192083333,1
-17.45,-130.95,5.658472222,1
-17.45,-96.05,0.669444444,1
-17.45,166.15,1.308333333,1
-17.45,170.75,3.319166667,1
-17.45,171.15,5.159861111,1
-17.45,171.25,1.996944444,1
-17.45,172.05,3.492916667,1
-17.45,172.75,0.733194444,1
-17.45,64.35,5.670416667,1
-17.45,64.45,6.199444444,1
-17.55,-100.05,0.818055556,1
-17.55,-100.25,1.006944444,1
-17.55,-104.95,1.544027778,1
-17.55,-105.15,0.999444444,1
-17.55,-105.25,0.499444444,1
-17.55,-105.35,2.405,1
-17.55,-105.45,4.804027778,1
-17.55,-105.55,0.545555556,1
-17.55,-107.05,0.069861111,1
-17.55,-113.15,5.164166667,1
-17.55,-113.25,0.5475,1
-17.55,-119.45,0.770277778,1
-17.55,-119.55,3.143194444,1
-17.55,-119.65,4.155138888,2
-17.55,-119.75,3.870833334,2
-17.55,-119.85,0.645416667,1
-17.55,-119.95,2.069583333,1
-17.55,-120.35,2.339861111,1
-17.55,-120.45,1.598888889,1
-17.55,-120.55,1.656944444,1
-17.55,-120.65,1.227777778,1
-17.55,-120.75,5.388333333,1
-17.55,-121.25,2.691805556,1
-17.55,-121.35,1.749583333,1
-17.55,-121.45,1.329027778,1
-17.55,-121.55,2.112777778,1
-17.55,-121.65,1.467083333,1
-17.55,-122.45,5.675277778,1
-17.55,-122.55,6.513333333,1
-17.55,-78.15,11.18833333,2
-17.55,-96.05,0.693055556,1
-17.55,166.25,3.438194444,1
-17.55,166.45,1.479305556,1
-17.55,170.75,1.465694444,1
-17.55,171.35,4.585416667,1
-17.55,172.15,2.152083333,1
-17.55,172.85,0.7275,1
-17.65,-100.05,0.620972222,1
-17.65,-100.25,1.063611111,1
-17.65,-104.85,0.612083333,1
-17.65,-107.05,5.384861111,1
-17.65,-119.35,1.423055556,1
-17.65,-119.45,0.72875,1
-17.65,-119.55,0.332916667,1
-17.65,-119.65,0.604166667,1
-17.65,-119.75,2.156111111,1
-17.65,-119.85,3.259027778,1
-17.65,-119.95,1.395138889,2
-17.65,-120.05,7.865277778,2
-17.65,-120.15,1.423472222,1
-17.65,-120.55,0.245555556,1
-17.65,-120.65,0.741527778,2
-17.65,-120.75,2.63375,2
-17.65,-120.85,0.782916667,1
-17.65,-121.55,1.836944444,1
-17.65,-78.15,33.40666667,5
-17.65,-78.25,62.93291666,9
-17.65,-96.05,0.683055556,1
-17.65,-96.15,0.217638889,1
-17.65,166.35,1.186944444,1
-17.65,166.55,1.084027778,1
-17.65,166.65,6.156805556,2
-17.65,166.75,1.254166667,1
-17.65,170.55,6.242916667,1
-17.65,171.45,5.758055556,1
-17.65,172.25,0.867916667,1
-17.65,172.85,0.479583333,1
-17.65,172.95,0.39125,1
-17.65,51.35,5.200555556,1
-17.75,-100.05,0.767777778,1
-17.75,-100.15,0.497083333,1
-17.75,-100.25,0.672638889,1
-17.75,-104.75,0.149861111,1
-17.75,-104.85,1.115694444,1
-17.75,-106.15,5.625833333,1
-17.75,-107.05,0.821527778,1
-17.75,-107.15,0.834166667,1
-17.75,-119.35,5.722777778,1
-17.75,-119.45,5.774444444,1
-17.75,-119.95,0.783055556,1
-17.75,-120.55,0.957361111,1
-17.75,-120.75,6.597083333,2
-17.75,-120.85,5.3125,1
-17.75,-120.95,1.974583333,1
-17.75,-121.05,5.720555556,1
-17.75,-121.15,5.285,1
-17.75,-121.55,2.696111111,1
-17.75,-121.65,0.733472222,1
-17.75,-121.75,3.274861111,1
-17.75,-121.85,1.0625,1
-17.75,-131.25,5.254444444,1
-17.75,-170.95,6.088333333,1
-17.75,-78.25,60.10902777,9
-17.75,-78.45,4.038055556,1
-17.75,-78.95,0.434722222,1
-17.75,-96.05,0.728055556,1
-17.75,-96.15,1.123888889,1
-17.75,-99.75,0.237361111,1
-17.75,-99.85,0.2925,1
-17.75,166.35,6.257222222,1
-17.75,166.45,0.851805556,1
-17.75,166.55,1.089444444,1
-17.75,166.65,1.569305556,2
-17.75,166.75,0.323611111,1
-17.75,170.55,0.788888889,1
-17.75,170.65,4.98,1
-17.75,171.45,4.927777778,1
-17.75,172.25,6.195138889,1
-17.75,172.35,7.761111111,1
-17.75,172.75,1.283333333,1
-17.75,172.85,1.213055556,1
-17.75,172.95,0.771527778,1
-17.75,51.05,5.393055556,1
-17.75,51.15,0.808611111,1
-17.75,51.25,5.614027778,1
-17.75,51.35,0.784722222,1
-17.85,-100.15,0.702361111,1
-17.85,-102.45,0.440138889,1
-17.85,-104.75,0.865694444,1
-17.85,-106.05,0.778888889,1
-17.85,-107.15,5.399861111,1
-17.85,-119.85,12.22888889,1
-17.85,-120.55,0.208194444,1
-17.85,-131.35,0.837361111,1
-17.85,-171.25,2.295972222,1
-17.85,-175.95,5.347361111,1
-17.85,-78.25,2.233611111,1
-17.85,-78.95,7.096388888,3
-17.85,-79.05,0.845555556,2
-17.85,-96.15,6.661111111,1
-17.85,-99.75,0.9025,1
-17.85,166.35,0.348333333,1
-17.85,166.45,4.085138889,1
-17.85,166.75,0.67375,1
-17.85,170.55,1.0875,1
-17.85,170.65,0.778472222,1
-17.85,170.75,6.189444444,1
-17.85,172.25,5.440972222,1
-17.85,172.35,3.345416667,1
-17.85,172.75,1.783888889,1
-17.85,172.85,0.488333333,1
-17.85,172.95,0.912361111,1
-17.85,173.05,0.503472222,1
-17.85,51.15,5.759444444,1
-17.85,51.25,0.82375,1
-17.95,-100.05,0.341805556,1
-17.95,-100.15,0.759861111,1
-17.95,-102.45,1.2475,1
-17.95,-104.75,4.542083333,1
-17.95,-105.85,0.354444444,1
-17.95,-105.95,5.205694444,1
-17.95,-106.05,0.404444444,1
-17.95,-113.45,4.589305556,1
-17.95,-117.55,4.906111111,1
-17.95,-117.65,1.646111111,1
-17.95,-118.35,1.16125,1
-17.95,-118.55,5.321527778,1
-17.95,-119.75,5.292361111,1
-17.95,-119.85,5.735972222,1
-17.95,-119.95,5.815277778,1
-17.95,-120.75,5.349722222,1
-17.95,-131.45,5.970972222,1
-17.95,-175.95,0.882083333,1
-17.95,-79.25,7.730416667,1
-17.95,-99.75,0.455555556,1
-17.95,11.45,1.13625,1
-17.95,11.55,1.774583333,1
-17.95,166.75,4.540833333,1
-17.95,166.85,1.032361111,1
-17.95,170.65,4.654305556,1
-17.95,172.75,0.637777778,1
-17.95,172.95,0.377361111,1
-17.95,173.05,0.283611111,1
-17.95,50.45,11.26361111,1
-17.95,50.55,6.859583333,1
-17.95,62.45,2.48875,1
-17.95,62.55,2.763055556,1
-17.95,62.65,0.447361111,1
-17.95,62.75,4.022083333,1
-17.95,62.85,2.308611111,1
-18.05,-100.05,0.745694444,1
-18.05,-102.45,1.170277778,1
-18.05,-104.65,2.443333333,1
-18.05,-104.75,1.227777778,1
-18.05,-105.75,0.249722222,1
-18.05,-106.25,6.190972222,1
-18.05,-117.65,4.958472222,1
-18.05,-117.75,0.853611111,1
-18.05,-117.85,0.32875,1
-18.05,-118.25,5.813472222,1
-18.05,-119.55,1.660555556,1
-18.05,-119.75,0.805694444,1
-18.05,-119.85,5.725277778,1
-18.05,-120.15,1.187361111,1
-18.05,-120.35,5.318333333,1
-18.05,-171.15,7.788888889,2
-18.05,-171.25,1.571527778,1
-18.05,-175.85,6.11375,1
-18.05,-175.95,6.112222222,1
-18.05,-176.05,5.404444444,1
-18.05,-99.75,0.745972222,1
-18.05,11.45,0.83875,1
-18.05,11.55,3.465972222,2
-18.05,166.75,0.62,1
-18.05,166.85,1.322916667,1
-18.05,167.45,0.145972222,1
-18.05,167.55,1.045555556,1
-18.05,167.65,5.592222222,1
-18.05,170.55,4.854027778,1
-18.05,172.05,4.365555556,1
-18.05,172.65,2.297361112,2
-18.05,172.75,1.342083333,2
-18.05,172.85,2.247916667,1
-18.05,50.35,5.317083333,1
-18.05,50.55,6.516527778,1
-18.05,62.35,1.389166667,1
-18.05,62.45,1.423888889,1
-18.05,62.55,0.420555556,1
-18.05,62.65,2.8275,1
-18.05,62.75,1.793472222,1
-18.05,62.85,0.749722222,1
-18.15,-100.05,0.315277778,1
-18.15,-102.45,1.199166667,1
-18.15,-104.65,0.891388889,1
-18.15,-104.75,1.332222222,1
-18.15,-105.65,5.409027778,1
-18.15,-113.65,0.845138889,1
-18.15,-113.75,0.82375,1
-18.15,-117.25,0.733333333,1
-18.15,-117.55,5.30125,1
-18.15,-117.75,0.195416667,1
-18.15,-117.85,21.62069445,4
-18.15,-117.95,1.248888889,1
-18.15,-118.05,1.177916667,1
-18.15,-118.15,10.19986111,1
-18.15,-119.55,0.760555556,1
-18.15,-119.75,5.344166667,1
-18.15,-119.85,4.915,1
-18.15,-120.15,1.206666667,1
-18.15,-120.35,5.378194444,1
-18.15,-121.35,5.715416667,1
-18.15,-121.45,5.716527778,1
-18.15,-129.35,11.87,1
-18.15,-132.05,5.026666667,1
-18.15,-171.05,12.34875,1
-18.15,-171.15,0.4875,1
-18.15,-171.25,0.8375,1
-18.15,-78.15,4.379166667,1
-18.15,-78.35,2.155277778,1
-18.15,-99.85,0.501111111,1
-18.15,-99.95,0.732083333,1
-18.15,11.55,5.474861111,2
-18.15,172.35,1.394722222,1
-18.15,172.65,1.288333333,1
-18.15,172.85,0.317916667,1
-18.15,172.95,18.01375,2
-18.15,176.85,0.464166667,1
-18.15,176.95,0.483472222,1
-18.15,50.35,6.490555556,1
-18.15,50.45,5.793333333,1
-18.15,62.25,0.458194444,1
-18.15,62.35,3.561805556,1
-18.15,62.45,0.454861111,1
-18.15,62.55,1.973611111,1
-18.15,62.65,0.738194444,1
-18.15,62.75,4.103055556,1
-18.15,62.85,2.424583333,1
-18.25,-102.45,0.860833333,1
-18.25,-107.25,5.176944444,1
-18.25,-107.35,0.744861111,1
-18.25,-113.65,2.891527778,1
-18.25,-113.75,1.882222222,1
-18.25,-113.85,0.967361111,1
-18.25,-113.95,2.141944444,1
-18.25,-116.85,0.858194444,1
-18.25,-116.95,0.733472222,1
-18.25,-117.15,2.183611111,1
-18.25,-117.25,0.787361111,1
-18.25,-117.45,0.283472222,1
-18.25,-117.55,0.774583333,1
-18.25,-117.65,0.754305556,1
-18.25,-117.75,1.796666667,2
-18.25,-117.85,1.728888889,2
-18.25,-117.95,5.255555556,1
-18.25,-118.05,4.56125,1
-18.25,-118.15,1.984166667,1
-18.25,-123.95,0.599305556,1
-18.25,-124.05,0.732777778,1
-18.25,-124.15,1.0575,1
-18.25,-124.35,1.202777778,1
-18.25,-124.45,0.895138889,1
-18.25,-124.55,2.1025,1
-18.25,-129.35,6.824722222,1
-18.25,-132.15,0.790833333,1
-18.25,-132.25,0.815416667,1
-18.25,-132.35,0.424166667,1
-18.25,-132.45,4.830833333,1
-18.25,-171.05,8.829444444,1
-18.25,-171.15,1.149861111,1
-18.25,-171.25,1.061944444,1
-18.25,-78.35,14.74555555,2
-18.25,11.55,2.690555556,2
-18.25,170.05,5.007916667,1
-18.25,170.15,5.129305556,1
-18.25,171.75,5.689444444,1
-18.25,172.25,1.440138889,1
-18.25,172.35,0.561805556,1
-18.25,172.55,0.322083333,1
-18.25,172.65,0.915555556,1
-18.25,172.75,2.781111111,1
-18.25,172.95,0.788611111,1
-18.25,50.45,1.0875,1
-18.25,58.75,1.445694444,1
-18.25,62.35,0.860972222,1
-18.25,62.45,2.543472222,1
-18.25,62.55,1.334166667,1
-18.25,62.75,2.010277778,1
-18.35,-102.45,1.424305556,1
-18.35,-107.45,0.874722222,1
-18.35,-107.55,5.22125,1
-18.35,-113.75,1.504305556,1
-18.35,-114.05,3.195694444,1
-18.35,-116.75,1.246111111,1
-18.35,-116.85,2.537916667,1
-18.35,-117.05,1.170694444,1
-18.35,-117.25,1.091805556,1
-18.35,-117.35,0.254027778,1
-18.35,-117.45,0.812638889,1
-18.35,-117.55,1.112083333,1
-18.35,-118.05,5.739166667,1
-18.35,-118.15,6.459583333,1
-18.35,-118.25,0.849027778,1
-18.35,-118.35,4.934583333,1
-18.35,-120.05,4.63375,1
-18.35,-120.15,0.909027778,1
-18.35,-120.25,7.141666667,1
-18.35,-129.25,6.014861111,1
-18.35,-171.15,0.766805556,1
-18.35,-81.45,5.768194444,1
-18.35,11.45,6.390972222,4
-18.35,11.55,0.915138889,2
-18.35,170.05,0.75,1
-18.35,170.15,3.921805556,1
-18.35,170.25,4.799583333,1
-18.35,172.55,1.320694444,1
-18.35,172.65,2.235138889,1
-18.35,172.85,6.218194444,1
-18.35,172.95,0.871388889,1
-18.35,50.35,6.789583333,2
-18.35,50.45,0.867083333,1
-18.45,-102.45,1.27375,1
-18.45,-113.75,1.278888889,1
-18.45,-113.85,1.121388889,1
-18.45,-113.95,1.263333333,1
-18.45,-116.95,1.420555556,1
-18.45,-117.05,0.537777778,1
-18.45,-117.35,0.587638889,1
-18.45,-117.55,1.529166667,1
-18.45,-117.65,1.162361111,1
-18.45,-119.75,0.537638889,1
-18.45,-119.85,0.666805556,1
-18.45,-119.95,4.441666667,1
-18.45,-120.05,0.733333333,1
-18.45,-121.35,5.655833333,1
-18.45,-121.45,0.808055556,1
-18.45,-121.55,5.733194444,1
-18.45,-124.75,2.256388889,1
-18.45,-171.15,2.859305556,1
-18.45,11.35,0.804444444,1
-18.45,11.45,23.19944444,4
-18.45,11.55,4.524722223,3
-18.45,170.15,17.91305556,1
-18.45,170.35,7.216666667,1
-18.45,171.95,3.275555556,1
-18.45,172.05,1.856805556,1
